('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('A', 'T', 'H', 'E', 'M', 'C', 'F', 'G', 'U') ('O', 'S', 'I', 'N', 'L', 'D', 'P', 'R', 'W') 3297839769
('O', 'T', 'H', 'E', 'P', 'L', 'C', 'F', 'G') ('A', 'S', 'I', 'N', 'D', 'U', 'W', 'R', 'M') 3297726649
('E', 'S', 'T', 'H', 'D', 'C', 'P', 'L', 'F') ('A', 'O', 'I', 'N', 'G', 'U', 'W', 'R', 'M') 3297720843
('E', 'S', 'T', 'H', 'D', 'C', 'P', 'L', 'M') ('A', 'O', 'I', 'N', 'G', 'U', 'F', 'R', 'W') 3297538221
('O', 'E', 'T', 'H', 'U', 'C', 'G', 'D', 'F') ('A', 'S', 'I', 'N', 'L', 'P', 'W', 'R', 'M') 3297433057
('A', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'W') ('O', 'S', 'I', 'N', 'R', 'G', 'P', 'L', 'F') 3297304935
('A', 'T', 'H', 'E', 'C', 'D', 'M', 'P', 'F') ('O', 'S', 'I', 'N', 'L', 'U', 'G', 'R', 'W') 3297166916
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'L', 'G') ('A', 'S', 'I', 'N', 'D', 'C', 'F', 'M', 'H') 3297063275
('O', 'A', 'T', 'E', 'F', 'D', 'P', 'G', 'W') ('S', 'R', 'I', 'N', 'L', 'U', 'C', 'H', 'M') 3296938965
('O', 'T', 'E', 'R', 'P', 'U', 'G', 'L', 'M') ('A', 'S', 'I', 'N', 'D', 'C', 'W', 'H', 'F') 3296784529
('O', 'T', 'H', 'E', 'M', 'D', 'F', 'U', 'G') ('A', 'S', 'I', 'N', 'L', 'C', 'P', 'R', 'W') 3296717396
('A', 'T', 'H', 'E', 'P', 'C', 'F', 'G', 'U') ('O', 'S', 'I', 'N', 'D', 'R', 'W', 'L', 'M') 3296552616
('O', 'E', 'S', 'T', 'F', 'D', 'G', 'C', 'M') ('A', 'R', 'I', 'N', 'L', 'U', 'W', 'H', 'P') 3296504442
('O', 'E', 'S', 'T', 'U', 'D', 'M', 'P', 'G') ('A', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'F') 3296406303
('S', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'G') ('O', 'A', 'I', 'N', 'F', 'R', 'W', 'C', 'P') 3296397395
('O', 'E', 'T', 'H', 'U', 'C', 'W', 'L', 'G') ('A', 'S', 'I', 'N', 'D', 'P', 'F', 'R', 'M') 3296306182
('A', 'T', 'E', 'R', 'G', 'U', 'W', 'D', 'C') ('O', 'S', 'I', 'N', 'F', 'H', 'P', 'L', 'M') 3296195391
('O', 'E', 'T', 'H', 'U', 'C', 'P', 'L', 'M') ('A', 'S', 'I', 'N', 'D', 'G', 'F', 'R', 'W') 3296020050
('A', 'O', 'E', 'S', 'D', 'U', 'W', 'C', 'P') ('R', 'T', 'I', 'N', 'G', 'H', 'F', 'L', 'M') 3295700217
('T', 'S', 'E', 'R', 'D', 'W', 'G', 'L', 'C') ('O', 'A', 'I', 'N', 'F', 'U', 'P', 'M', 'H') 3295695228
('A', 'T', 'H', 'E', 'M', 'D', 'F', 'G', 'P') ('O', 'S', 'I', 'N', 'R', 'U', 'W', 'L', 'C') 3295470438
('O', 'T', 'E', 'R', 'M', 'U', 'W', 'D', 'G') ('A', 'S', 'I', 'N', 'C', 'H', 'P', 'L', 'F') 3295442147
('O', 'T', 'E', 'S', 'M', 'U', 'G', 'C', 'P') ('A', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'F') 3295071934
('T', 'S', 'E', 'R', 'D', 'W', 'G', 'L', 'M') ('A', 'O', 'I', 'N', 'C', 'U', 'P', 'F', 'H') 3295021446
('O', 'A', 'H', 'E', 'F', 'D', 'P', 'U', 'G') ('S', 'T', 'I', 'N', 'C', 'R', 'W', 'L', 'M') 3294944003
('A', 'E', 'S', 'T', 'U', 'D', 'F', 'W', 'P') ('O', 'R', 'I', 'N', 'L', 'G', 'C', 'H', 'M') 3294621280
('A', 'T', 'H', 'E', 'C', 'D', 'M', 'P', 'G') ('O', 'S', 'I', 'N', 'L', 'U', 'F', 'R', 'W') 3294561568
('A', 'I', 'H', 'E', 'P', 'D', 'F', 'G', 'U') ('O', 'N', 'S', 'T', 'L', 'R', 'W', 'C', 'M') 3294550131
('S', 'T', 'E', 'R', 'G', 'U', 'W', 'L', 'C') ('A', 'O', 'I', 'N', 'D', 'F', 'P', 'M', 'H') 3294548287
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'U', 'W') ('S', 'T', 'I', 'N', 'G', 'C', 'P', 'R', 'F') 3294298107
('O', 'T', 'E', 'R', 'W', 'F', 'G', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'U', 'P', 'H', 'M') 3294292873
('O', 'T', 'E', 'R', 'M', 'U', 'W', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'G', 'P', 'H', 'F') 3294074004
('O', 'T', 'E', 'R', 'M', 'P', 'G', 'L', 'W') ('A', 'S', 'I', 'N', 'D', 'U', 'C', 'H', 'F') 3293925258
('A', 'T', 'E', 'R', 'P', 'U', 'W', 'D', 'G') ('O', 'S', 'I', 'N', 'C', 'H', 'F', 'L', 'M') 3293850339
('A', 'S', 'E', 'R', 'D', 'U', 'F', 'C', 'M') ('O', 'T', 'I', 'N', 'G', 'H', 'P', 'L', 'W') 3293809672
('O', 'T', 'E', 'S', 'M', 'U', 'W', 'C', 'G') ('A', 'R', 'I', 'N', 'L', 'D', 'P', 'H', 'F') 3293680435
('E', 'R', 'T', 'H', 'D', 'C', 'G', 'L', 'M') ('A', 'O', 'I', 'N', 'S', 'U', 'W', 'F', 'P') 3293603508
('S', 'A', 'T', 'E', 'U', 'L', 'W', 'F', 'G') ('O', 'R', 'I', 'N', 'C', 'D', 'P', 'M', 'H') 3293545446
('T', 'S', 'E', 'R', 'D', 'F', 'W', 'L', 'M') ('A', 'O', 'I', 'N', 'G', 'U', 'C', 'H', 'P') 3293453028
('O', 'A', 'T', 'E', 'F', 'D', 'G', 'U', 'W') ('R', 'S', 'I', 'N', 'C', 'H', 'P', 'L', 'M') 3293386419
('A', 'T', 'E', 'R', 'M', 'P', 'G', 'C', 'F') ('O', 'S', 'I', 'N', 'D', 'U', 'W', 'H', 'L') 3293244351
('A', 'T', 'E', 'R', 'L', 'F', 'G', 'C', 'W') ('O', 'S', 'I', 'N', 'D', 'U', 'P', 'M', 'H') 3293201821
('O', 'T', 'E', 'R', 'M', 'U', 'G', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'P', 'W', 'H', 'F') 3293051091
('A', 'T', 'E', 'R', 'M', 'G', 'F', 'C', 'W') ('O', 'S', 'I', 'N', 'D', 'U', 'P', 'L', 'H') 3292982337
('A', 'S', 'E', 'R', 'D', 'U', 'F', 'C', 'G') ('O', 'T', 'I', 'N', 'W', 'H', 'P', 'L', 'M') 3292808306
('O', 'T', 'E', 'R', 'M', 'U', 'G', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'P', 'W', 'H', 'F') 3292796964
('O', 'T', 'E', 'R', 'P', 'U', 'G', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'M', 'W', 'H', 'F') 3292783693
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'F', 'G') ('T', 'S', 'I', 'N', 'C', 'U', 'P', 'R', 'W') 3292639597
('A', 'T', 'H', 'E', 'M', 'L', 'D', 'U', 'G') ('O', 'S', 'I', 'N', 'C', 'F', 'P', 'R', 'W') 3292294977
('A', 'T', 'E', 'R', 'W', 'G', 'F', 'D', 'C') ('O', 'S', 'I', 'N', 'L', 'U', 'P', 'M', 'H') 3292145297
('A', 'S', 'T', 'E', 'C', 'D', 'P', 'W', 'G') ('O', 'R', 'I', 'N', 'L', 'U', 'F', 'H', 'M') 3291981138
('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'W') ('A', 'S', 'I', 'N', 'C', 'G', 'U', 'R', 'F') 3291952112
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'C', 'G') ('S', 'T', 'I', 'N', 'P', 'U', 'F', 'R', 'W') 3291762097
('A', 'T', 'H', 'E', 'C', 'L', 'G', 'W', 'U') ('O', 'S', 'I', 'N', 'D', 'F', 'P', 'R', 'M') 3291693601
('A', 'S', 'T', 'E', 'C', 'D', 'G', 'F', 'W') ('O', 'R', 'I', 'N', 'L', 'U', 'P', 'M', 'H') 3291589363
('O', 'T', 'E', 'S', 'M', 'U', 'W', 'D', 'G') ('A', 'R', 'I', 'N', 'L', 'C', 'P', 'H', 'F') 3291300994
('O', 'E', 'S', 'T', 'U', 'D', 'F', 'P', 'G') ('A', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'M') 3291236614
('A', 'S', 'E', 'R', 'D', 'U', 'F', 'C', 'W') ('O', 'T', 'I', 'N', 'G', 'H', 'P', 'L', 'M') 3291201005
('O', 'T', 'H', 'E', 'P', 'L', 'C', 'W', 'G') ('A', 'S', 'I', 'N', 'D', 'U', 'F', 'R', 'M') 3291152102
('A', 'T', 'E', 'R', 'P', 'U', 'W', 'L', 'G') ('O', 'S', 'I', 'N', 'D', 'F', 'C', 'H', 'M') 3291086165
('O', 'E', 'T', 'H', 'F', 'C', 'P', 'L', 'M') ('A', 'S', 'I', 'N', 'D', 'G', 'U', 'R', 'W') 3290850552
('A', 'T', 'H', 'E', 'G', 'L', 'M', 'W', 'U') ('O', 'S', 'I', 'N', 'D', 'C', 'P', 'R', 'F') 3290831210
('T', 'O', 'E', 'R', 'D', 'U', 'G', 'L', 'W') ('A', 'S', 'I', 'N', 'C', 'H', 'P', 'M', 'F') 3290808796
('O', 'T', 'H', 'E', 'C', 'D', 'P', 'W', 'G') ('A', 'S', 'I', 'N', 'L', 'U', 'F', 'R', 'M') 3290783342
('O', 'T', 'H', 'E', 'W', 'D', 'L', 'U', 'F') ('A', 'S', 'I', 'N', 'C', 'G', 'P', 'R', 'M') 3290624745
('O', 'T', 'E', 'R', 'F', 'U', 'W', 'L', 'G') ('A', 'S', 'I', 'N', 'D', 'C', 'P', 'M', 'H') 3290484044
('O', 'T', 'E', 'R', 'M', 'U', 'W', 'C', 'G') ('A', 'S', 'I', 'N', 'L', 'D', 'P', 'H', 'F') 3290351948
('O', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'W') ('A', 'S', 'I', 'N', 'L', 'G', 'P', 'R', 'F') 3290276418
('A', 'T', 'H', 'E', 'M', 'L', 'F', 'G', 'P') ('O', 'S', 'I', 'N', 'D', 'U', 'C', 'R', 'W') 3290226919
('I', 'T', 'E', 'R', 'M', 'U', 'F', 'L', 'W') ('O', 'S', 'A', 'N', 'D', 'G', 'C', 'H', 'P') 3290209719
('O', 'E', 'T', 'H', 'U', 'C', 'G', 'D', 'L') ('A', 'S', 'I', 'N', 'M', 'P', 'F', 'R', 'W') 3290158450
('I', 'T', 'H', 'E', 'G', 'L', 'M', 'U', 'F') ('O', 'S', 'A', 'N', 'C', 'D', 'P', 'R', 'W') 3290074065
('A', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'G') ('O', 'S', 'I', 'N', 'D', 'F', 'H', 'L', 'M') 3289805108
('I', 'A', 'H', 'E', 'D', 'L', 'M', 'U', 'F') ('S', 'O', 'N', 'T', 'G', 'R', 'W', 'C', 'P') 3289802335
('A', 'T', 'E', 'S', 'M', 'U', 'W', 'C', 'G') ('O', 'R', 'I', 'N', 'L', 'D', 'P', 'H', 'F') 3289799136
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'G', 'F', 'H', 'M') 3289657542
('O', 'S', 'T', 'E', 'C', 'L', 'W', 'F', 'G') ('A', 'R', 'I', 'N', 'D', 'U', 'P', 'M', 'H') 3289590992
('A', 'E', 'I', 'N', 'U', 'C', 'W', 'F', 'P') ('O', 'R', 'S', 'T', 'L', 'H', 'M', 'D', 'G') 3289589380
('O', 'A', 'T', 'E', 'F', 'P', 'G', 'U', 'W') ('S', 'R', 'I', 'N', 'L', 'D', 'C', 'H', 'M') 3289549356
('I', 'T', 'E', 'R', 'M', 'U', 'W', 'L', 'G') ('O', 'S', 'A', 'N', 'D', 'F', 'C', 'H', 'P') 3289490626
('O', 'E', 'T', 'H', 'U', 'D', 'P', 'L', 'M') ('A', 'S', 'I', 'N', 'C', 'G', 'F', 'R', 'W') 3289439109
('O', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'F') ('A', 'S', 'I', 'N', 'C', 'G', 'P', 'R', 'W') 3289405973
('A', 'I', 'T', 'E', 'P', 'C', 'G', 'U', 'W') ('S', 'R', 'O', 'N', 'L', 'D', 'M', 'F', 'H') 3289217337
('O', 'T', 'E', 'S', 'M', 'U', 'F', 'C', 'G') ('A', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'P') 3289186829
('O', 'T', 'H', 'E', 'W', 'D', 'C', 'U', 'G') ('A', 'S', 'I', 'N', 'L', 'P', 'F', 'R', 'M') 3289083997
('O', 'A', 'T', 'E', 'F', 'C', 'P', 'U', 'G') ('S', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'M') 3288753531
('A', 'T', 'E', 'R', 'M', 'P', 'G', 'D', 'F') ('O', 'S', 'I', 'N', 'C', 'U', 'W', 'H', 'L') 3288704757
('O', 'T', 'E', 'R', 'P', 'U', 'G', 'D', 'M') ('A', 'S', 'I', 'N', 'L', 'C', 'W', 'H', 'F') 3288577977
('A', 'T', 'H', 'E', 'G', 'D', 'C', 'U', 'W') ('O', 'S', 'I', 'N', 'L', 'P', 'F', 'R', 'M') 3288333674
('A', 'T', 'H', 'E', 'L', 'D', 'M', 'U', 'F') ('O', 'S', 'I', 'N', 'C', 'G', 'P', 'R', 'W') 3288269208
('A', 'O', 'E', 'S', 'D', 'U', 'W', 'M', 'C') ('R', 'T', 'I', 'N', 'G', 'H', 'P', 'L', 'F') 3288199441
('E', 'R', 'T', 'H', 'D', 'C', 'M', 'L', 'F') ('A', 'O', 'I', 'N', 'G', 'U', 'P', 'S', 'W') 3287866745
('O', 'A', 'T', 'E', 'F', 'M', 'G', 'U', 'W') ('R', 'S', 'I', 'N', 'D', 'C', 'P', 'L', 'H') 3287863960
('O', 'E', 'T', 'H', 'U', 'C', 'W', 'D', 'P') ('A', 'S', 'I', 'N', 'L', 'G', 'F', 'R', 'M') 3287829129
('A', 'T', 'H', 'E', 'P', 'L', 'C', 'U', 'G') ('O', 'S', 'I', 'N', 'D', 'F', 'M', 'R', 'W') 3287820434
('A', 'T', 'H', 'E', 'C', 'L', 'M', 'W', 'U') ('O', 'S', 'I', 'N', 'D', 'G', 'P', 'R', 'F') 3287716265
('E', 'S', 'T', 'H', 'D', 'C', 'W', 'L', 'M') ('A', 'O', 'I', 'N', 'G', 'U', 'P', 'R', 'F') 3287663847
('E', 'S', 'T', 'H', 'L', 'C', 'M', 'U', 'F') ('A', 'O', 'I', 'N', 'D', 'G', 'P', 'R', 'W') 3287653989
('O', 'A', 'H', 'E', 'F', 'L', 'C', 'U', 'G') ('S', 'T', 'I', 'N', 'M', 'D', 'P', 'R', 'W') 3287633373
('A', 'O', 'E', 'S', 'D', 'U', 'W', 'L', 'G') ('R', 'T', 'I', 'N', 'C', 'H', 'P', 'M', 'F') 3287559102
('A', 'I', 'T', 'E', 'P', 'C', 'W', 'F', 'U') ('S', 'R', 'O', 'N', 'L', 'D', 'G', 'H', 'M') 3287385972
('A', 'T', 'E', 'S', 'M', 'U', 'W', 'D', 'G') ('O', 'R', 'I', 'N', 'L', 'F', 'C', 'H', 'P') 3287310470
('A', 'I', 'H', 'E', 'C', 'D', 'F', 'G', 'U') ('O', 'N', 'S', 'T', 'L', 'R', 'M', 'P', 'W') 3287308337
('A', 'I', 'H', 'E', 'P', 'L', 'D', 'F', 'U') ('S', 'O', 'N', 'T', 'G', 'R', 'W', 'M', 'C') 3287202923
('T', 'S', 'E', 'R', 'D', 'F', 'G', 'L', 'W') ('A', 'O', 'I', 'N', 'C', 'U', 'P', 'M', 'H') 3287165578
('I', 'O', 'H', 'E', 'D', 'L', 'M', 'U', 'G') ('S', 'A', 'N', 'T', 'F', 'R', 'W', 'C', 'P') 3287090862
('O', 'T', 'H', 'E', 'M', 'D', 'C', 'W', 'G') ('A', 'S', 'I', 'N', 'L', 'U', 'F', 'R', 'P') 3287056824
('E', 'T', 'I', 'N', 'C', 'U', 'W', 'F', 'P') ('A', 'S', 'O', 'R', 'L', 'D', 'G', 'H', 'M') 3286979585
('I', 'A', 'H', 'E', 'D', 'L', 'F', 'G', 'U') ('O', 'N', 'S', 'T', 'M', 'R', 'W', 'C', 'P') 3286818554
('A', 'T', 'E', 'R', 'M', 'G', 'F', 'D', 'W') ('O', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'H') 3286721709
('A', 'T', 'H', 'E', 'P', 'L', 'C', 'U', 'F') ('O', 'S', 'I', 'N', 'D', 'G', 'M', 'R', 'W') 3286642191
('O', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'F') ('A', 'S', 'I', 'N', 'L', 'G', 'P', 'R', 'W') 3286521240
('A', 'T', 'H', 'E', 'C', 'L', 'M', 'P', 'G') ('S', 'O', 'I', 'N', 'D', 'U', 'F', 'R', 'W') 3286414982
('A', 'T', 'H', 'E', 'M', 'L', 'D', 'W', 'G') ('O', 'S', 'I', 'N', 'C', 'U', 'P', 'R', 'F') 3286349082
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'M', 'L') ('A', 'S', 'I', 'N', 'D', 'G', 'C', 'H', 'F') 3286343808
('A', 'O', 'E', 'S', 'D', 'F', 'G', 'C', 'P') ('R', 'T', 'I', 'N', 'W', 'H', 'U', 'L', 'M') 3286325400
('A', 'T', 'H', 'E', 'C', 'L', 'F', 'W', 'G') ('O', 'S', 'I', 'N', 'D', 'U', 'P', 'R', 'M') 3286312707
('A', 'T', 'E', 'R', 'M', 'G', 'W', 'D', 'C') ('O', 'S', 'I', 'N', 'L', 'U', 'F', 'H', 'P') 3286226827
('A', 'O', 'H', 'E', 'D', 'L', 'C', 'U', 'F') ('S', 'T', 'I', 'N', 'M', 'G', 'P', 'R', 'W') 3286132365
('A', 'T', 'H', 'E', 'P', 'L', 'D', 'U', 'G') ('O', 'S', 'I', 'N', 'C', 'F', 'M', 'R', 'W') 3286107542
('O', 'E', 'S', 'T', 'U', 'D', 'G', 'W', 'P') ('A', 'R', 'I', 'N', 'L', 'C', 'F', 'M', 'H') 3285882684
('O', 'S', 'H', 'E', 'C', 'D', 'L', 'U', 'G') ('A', 'T', 'I', 'N', 'M', 'R', 'W', 'F', 'P') 3285691862
('A', 'O', 'H', 'E', 'D', 'L', 'P', 'U', 'W') ('S', 'T', 'I', 'N', 'G', 'C', 'F', 'R', 'M') 3285680742
('O', 'S', 'T', 'E', 'L', 'C', 'M', 'P', 'G') ('A', 'R', 'I', 'N', 'D', 'U', 'W', 'H', 'F') 3285653819
('A', 'O', 'H', 'E', 'D', 'L', 'F', 'G', 'P') ('S', 'T', 'I', 'N', 'M', 'U', 'C', 'R', 'W') 3285560946
('A', 'E', 'S', 'T', 'U', 'D', 'F', 'M', 'G') ('O', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'P') 3285534401
('A', 'O', 'E', 'R', 'D', 'U', 'F', 'C', 'P') ('S', 'T', 'I', 'N', 'G', 'H', 'M', 'L', 'W') 3285527025
('O', 'S', 'T', 'E', 'D', 'L', 'W', 'P', 'G') ('A', 'R', 'I', 'N', 'C', 'U', 'F', 'M', 'H') 3285308559
('A', 'T', 'H', 'E', 'P', 'L', 'M', 'U', 'G') ('O', 'S', 'I', 'N', 'D', 'F', 'C', 'R', 'W') 3285253717
('O', 'E', 'T', 'H', 'U', 'C', 'M', 'F', 'L') ('A', 'S', 'I', 'N', 'D', 'G', 'P', 'R', 'W') 3285220129
('O', 'T', 'H', 'E', 'C', 'D', 'L', 'F', 'G') ('A', 'S', 'I', 'N', 'M', 'U', 'P', 'R', 'W') 3285140756
('I', 'T', 'E', 'R', 'M', 'G', 'W', 'L', 'C') ('O', 'S', 'A', 'N', 'D', 'U', 'F', 'H', 'P') 3285063922
('I', 'T', 'E', 'R', 'G', 'U', 'F', 'L', 'W') ('O', 'S', 'A', 'N', 'C', 'D', 'P', 'M', 'H') 3284852615
('T', 'S', 'E', 'R', 'D', 'U', 'G', 'L', 'W') ('O', 'A', 'I', 'N', 'F', 'C', 'P', 'M', 'H') 3284834938
('A', 'O', 'E', 'S', 'D', 'U', 'F', 'C', 'P') ('R', 'T', 'I', 'N', 'G', 'H', 'M', 'L', 'W') 3284639894
('A', 'T', 'E', 'R', 'G', 'U', 'W', 'L', 'C') ('O', 'S', 'I', 'N', 'D', 'F', 'P', 'M', 'H') 3284631995
('A', 'S', 'T', 'E', 'C', 'M', 'P', 'F', 'G') ('O', 'R', 'I', 'N', 'D', 'U', 'W', 'H', 'L') 3284603289
('E', 'N', 'T', 'H', 'L', 'C', 'M', 'P', 'F') ('I', 'A', 'S', 'O', 'U', 'R', 'W', 'D', 'G') 3284365589
('A', 'O', 'T', 'E', 'D', 'M', 'G', 'U', 'W') ('R', 'S', 'I', 'N', 'C', 'H', 'P', 'L', 'F') 3284311729
('O', 'T', 'H', 'E', 'M', 'D', 'C', 'F', 'P') ('A', 'S', 'I', 'N', 'L', 'G', 'U', 'R', 'W') 3284300772
('A', 'O', 'H', 'E', 'C', 'D', 'M', 'U', 'G') ('S', 'T', 'I', 'N', 'P', 'R', 'W', 'L', 'F') 3284299678
('A', 'T', 'E', 'S', 'M', 'U', 'G', 'C', 'P') ('O', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'F') 3284256266
('T', 'S', 'E', 'R', 'D', 'P', 'G', 'L', 'M') ('A', 'O', 'I', 'N', 'C', 'U', 'W', 'H', 'F') 3284098817
('A', 'T', 'E', 'R', 'M', 'U', 'F', 'L', 'G') ('O', 'S', 'I', 'N', 'D', 'C', 'W', 'H', 'P') 3284018849
('I', 'T', 'H', 'E', 'C', 'L', 'M', 'U', 'G') ('O', 'S', 'A', 'N', 'D', 'F', 'P', 'R', 'W') 3283978775
('O', 'T', 'E', 'R', 'D', 'F', 'G', 'L', 'W') ('A', 'S', 'I', 'N', 'C', 'U', 'P', 'M', 'H') 3283934030
('A', 'I', 'H', 'E', 'P', 'D', 'F', 'W', 'U') ('O', 'N', 'S', 'T', 'R', 'G', 'L', 'C', 'M') 3283860381
('I', 'T', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('O', 'S', 'A', 'N', 'R', 'G', 'W', 'L', 'M') 3283629432
('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'F') ('A', 'S', 'I', 'N', 'C', 'G', 'U', 'R', 'W') 3283551432
('O', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'L') ('A', 'S', 'I', 'N', 'D', 'G', 'F', 'H', 'M') 3283519348
('O', 'E', 'S', 'T', 'U', 'C', 'W', 'L', 'G') ('A', 'R', 'I', 'N', 'M', 'D', 'P', 'H', 'F') 3283113198
('A', 'T', 'E', 'R', 'M', 'U', 'G', 'W', 'F') ('O', 'S', 'I', 'N', 'D', 'C', 'P', 'L', 'H') 3283111809
('O', 'T', 'H', 'E', 'M', 'L', 'F', 'G', 'P') ('A', 'S', 'I', 'N', 'D', 'C', 'U', 'R', 'W') 3283051905
('A', 'T', 'E', 'R', 'P', 'U', 'G', 'C', 'M') ('O', 'S', 'I', 'N', 'L', 'D', 'W', 'H', 'F') 3282982048
('A', 'T', 'H', 'E', 'P', 'L', 'D', 'U', 'F') ('O', 'S', 'I', 'N', 'C', 'G', 'M', 'R', 'W') 3282942288
('O', 'T', 'E', 'S', 'P', 'U', 'W', 'C', 'G') ('A', 'R', 'I', 'N', 'L', 'D', 'F', 'H', 'M') 3282911888
('I', 'N', 'H', 'E', 'L', 'D', 'M', 'U', 'F') ('O', 'A', 'S', 'T', 'P', 'R', 'W', 'C', 'G') 3282746635
('A', 'T', 'E', 'R', 'M', 'G', 'W', 'L', 'C') ('O', 'S', 'I', 'N', 'D', 'U', 'P', 'H', 'F') 3282746143
('A', 'T', 'E', 'R', 'P', 'G', 'F', 'L', 'W') ('O', 'S', 'I', 'N', 'D', 'U', 'C', 'H', 'M') 3282640848
('A', 'T', 'E', 'S', 'P', 'U', 'W', 'D', 'G') ('O', 'R', 'I', 'N', 'L', 'F', 'C', 'H', 'M') 3282533794
('A', 'T', 'E', 'R', 'P', 'U', 'F', 'L', 'G') ('O', 'S', 'I', 'N', 'D', 'C', 'W', 'H', 'M') 3282521879
('A', 'T', 'E', 'R', 'P', 'G', 'F', 'C', 'W') ('O', 'S', 'I', 'N', 'D', 'U', 'H', 'L', 'M') 3282510112
('A', 'T', 'E', 'R', 'M', 'G', 'F', 'D', 'C') ('O', 'S', 'I', 'N', 'L', 'U', 'W', 'H', 'P') 3282508636
('A', 'S', 'H', 'E', 'C', 'L', 'D', 'U', 'F') ('O', 'T', 'I', 'N', 'M', 'G', 'P', 'R', 'W') 3282493370
('A', 'T', 'E', 'R', 'P', 'U', 'F', 'C', 'M') ('O', 'S', 'I', 'N', 'D', 'G', 'W', 'H', 'L') 3282476980
('O', 'T', 'H', 'E', 'P', 'L', 'C', 'U', 'W') ('A', 'S', 'I', 'N', 'D', 'G', 'F', 'R', 'M') 3282283033
('O', 'T', 'H', 'E', 'P', 'D', 'F', 'U', 'G') ('A', 'S', 'I', 'N', 'L', 'C', 'M', 'R', 'W') 3282214407
('A', 'T', 'H', 'E', 'M', 'C', 'P', 'U', 'F') ('O', 'S', 'I', 'N', 'L', 'D', 'G', 'R', 'W') 3282203658
('A', 'T', 'H', 'E', 'C', 'D', 'P', 'W', 'F') ('O', 'S', 'I', 'N', 'L', 'U', 'G', 'R', 'M') 3282134945
('O', 'T', 'E', 'R', 'M', 'P', 'G', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'U', 'W', 'H', 'F') 3282031949
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'P', 'U') ('S', 'T', 'I', 'N', 'G', 'C', 'F', 'R', 'W') 3281876553
('O', 'T', 'E', 'R', 'P', 'U', 'G', 'C', 'M') ('A', 'S', 'I', 'N', 'L', 'D', 'W', 'H', 'F') 3281831902
('O', 'E', 'T', 'H', 'U', 'C', 'P', 'L', 'F') ('A', 'S', 'I', 'N', 'D', 'G', 'M', 'R', 'W') 3281781588
('A', 'T', 'H', 'E', 'M', 'D', 'G', 'U', 'W') ('O', 'S', 'I', 'N', 'C', 'R', 'P', 'L', 'F') 3281726895
('A', 'I', 'H', 'E', 'C', 'D', 'M', 'U', 'F') ('S', 'O', 'N', 'T', 'G', 'R', 'P', 'L', 'W') 3281701825
('O', 'T', 'H', 'E', 'P', 'L', 'F', 'G', 'U') ('A', 'S', 'I', 'N', 'D', 'C', 'M', 'R', 'W') 3281625526
('T', 'S', 'E', 'R', 'D', 'U', 'G', 'C', 'M') ('O', 'A', 'I', 'N', 'F', 'L', 'W', 'H', 'P') 3281520512
('O', 'T', 'E', 'R', 'M', 'P', 'W', 'C', 'L') ('A', 'S', 'I', 'N', 'D', 'U', 'G', 'H', 'F') 3281374856
('A', 'T', 'E', 'S', 'P', 'U', 'W', 'C', 'G') ('O', 'R', 'I', 'N', 'L', 'D', 'F', 'M', 'H') 3281330538
('O', 'S', 'H', 'E', 'C', 'D', 'L', 'F', 'G') ('A', 'T', 'I', 'N', 'M', 'U', 'P', 'R', 'W') 3281315729
