('I', 'O', 'E', 'A', 'D', 'U', 'G', 'F', 'P') ('S', 'N', 'T', 'H', 'L', 'C', 'W', 'R', 'M') 3407234561
('A', 'I', 'E', 'S', 'P', 'U', 'W', 'C', 'F') ('O', 'N', 'T', 'H', 'M', 'D', 'G', 'R', 'L') 3325706528
('I', 'O', 'E', 'A', 'L', 'U', 'W', 'F', 'P') ('S', 'N', 'T', 'H', 'C', 'D', 'G', 'R', 'M') 3325548626
('I', 'O', 'E', 'R', 'D', 'U', 'W', 'L', 'M') ('A', 'N', 'T', 'H', 'C', 'G', 'P', 'S', 'F') 3325513172
('A', 'O', 'E', 'S', 'D', 'F', 'G', 'C', 'P') ('N', 'I', 'T', 'H', 'U', 'L', 'W', 'R', 'M') 3325410943
('O', 'E', 'A', 'N', 'G', 'D', 'F', 'C', 'P') ('S', 'I', 'T', 'H', 'U', 'L', 'W', 'R', 'M') 3325243667
('E', 'A', 'I', 'N', 'U', 'P', 'W', 'L', 'M') ('O', 'S', 'T', 'H', 'F', 'C', 'G', 'R', 'D') 3325201064
('O', 'E', 'A', 'N', 'U', 'D', 'F', 'M', 'P') ('I', 'S', 'T', 'H', 'G', 'C', 'W', 'R', 'L') 3325146314
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'U', 'F') ('S', 'T', 'I', 'N', 'G', 'C', 'P', 'R', 'W') 3325073712
('O', 'E', 'I', 'N', 'F', 'U', 'P', 'L', 'M') ('A', 'S', 'T', 'H', 'D', 'C', 'G', 'R', 'W') 3325073500
('O', 'T', 'E', 'R', 'M', 'P', 'G', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'U', 'W', 'H', 'F') 3325056978
('E', 'O', 'I', 'N', 'G', 'U', 'W', 'L', 'F') ('A', 'S', 'T', 'H', 'D', 'C', 'P', 'R', 'M') 3324927345
('A', 'O', 'E', 'S', 'D', 'U', 'F', 'L', 'G') ('I', 'N', 'T', 'H', 'W', 'C', 'P', 'R', 'M') 3324698015
('A', 'I', 'E', 'S', 'P', 'U', 'W', 'D', 'F') ('O', 'N', 'T', 'H', 'C', 'G', 'M', 'R', 'L') 3324462372
('I', 'O', 'E', 'A', 'D', 'U', 'G', 'C', 'F') ('R', 'S', 'T', 'H', 'L', 'P', 'W', 'N', 'M') 3324364946
('I', 'O', 'E', 'A', 'D', 'U', 'W', 'C', 'F') ('S', 'N', 'T', 'H', 'P', 'G', 'M', 'R', 'L') 3324355306
('A', 'T', 'E', 'R', 'G', 'U', 'W', 'D', 'F') ('O', 'S', 'I', 'N', 'C', 'H', 'P', 'L', 'M') 3324303403
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'C', 'F') ('S', 'I', 'T', 'H', 'P', 'L', 'W', 'N', 'M') 3324252790
('A', 'T', 'H', 'E', 'P', 'L', 'F', 'G', 'U') ('O', 'S', 'I', 'N', 'D', 'C', 'M', 'R', 'W') 3324166496
('I', 'O', 'E', 'R', 'D', 'U', 'P', 'L', 'G') ('A', 'S', 'T', 'H', 'M', 'C', 'W', 'N', 'F') 3324153216
('A', 'T', 'H', 'E', 'C', 'L', 'M', 'G', 'F') ('O', 'S', 'I', 'N', 'D', 'U', 'P', 'R', 'W') 3324136414
('A', 'O', 'E', 'S', 'D', 'U', 'P', 'M', 'G') ('I', 'N', 'T', 'H', 'L', 'C', 'W', 'R', 'F') 3323940198
('A', 'T', 'H', 'E', 'M', 'D', 'C', 'G', 'F') ('O', 'S', 'I', 'N', 'L', 'U', 'P', 'R', 'W') 3323917870
('I', 'O', 'E', 'S', 'D', 'U', 'F', 'C', 'P') ('A', 'N', 'T', 'H', 'L', 'G', 'W', 'R', 'M') 3323895769
('A', 'O', 'E', 'S', 'D', 'U', 'P', 'L', 'G') ('I', 'N', 'T', 'H', 'F', 'C', 'W', 'R', 'M') 3323818108
('A', 'O', 'E', 'R', 'D', 'U', 'W', 'C', 'P') ('I', 'N', 'T', 'H', 'L', 'G', 'M', 'S', 'F') 3323697904
('I', 'O', 'E', 'S', 'D', 'U', 'W', 'C', 'P') ('A', 'N', 'T', 'H', 'L', 'G', 'M', 'R', 'F') 3323636264
('I', 'A', 'R', 'E', 'D', 'L', 'G', 'U', 'F') ('O', 'S', 'T', 'H', 'M', 'C', 'W', 'N', 'P') 3323580765
('O', 'E', 'T', 'H', 'U', 'C', 'G', 'D', 'P') ('A', 'S', 'I', 'N', 'L', 'M', 'F', 'R', 'W') 3323562612
('O', 'T', 'E', 'R', 'G', 'U', 'W', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'P', 'F', 'H', 'M') 3323480838
('A', 'E', 'I', 'N', 'G', 'W', 'U', 'C', 'F') ('O', 'S', 'T', 'H', 'D', 'M', 'P', 'R', 'L') 3323239835
('A', 'O', 'E', 'S', 'D', 'U', 'W', 'F', 'P') ('I', 'N', 'T', 'H', 'C', 'G', 'M', 'R', 'L') 3323197588
('E', 'O', 'I', 'N', 'D', 'U', 'P', 'M', 'W') ('A', 'S', 'T', 'H', 'L', 'C', 'G', 'R', 'F') 3322864710
('E', 'O', 'A', 'N', 'G', 'U', 'F', 'L', 'M') ('I', 'S', 'T', 'H', 'D', 'C', 'P', 'R', 'W') 3322813011
('A', 'I', 'R', 'E', 'P', 'D', 'C', 'U', 'G') ('O', 'S', 'T', 'H', 'F', 'W', 'L', 'N', 'M') 3322735208
('O', 'T', 'H', 'E', 'C', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'M', 'U', 'F', 'R', 'W') 3322549350
('A', 'I', 'E', 'S', 'P', 'U', 'W', 'D', 'C') ('O', 'N', 'T', 'H', 'F', 'G', 'M', 'R', 'L') 3322469644
('A', 'T', 'H', 'E', 'C', 'L', 'F', 'W', 'U') ('O', 'S', 'I', 'N', 'D', 'G', 'P', 'R', 'M') 3322402463
('O', 'T', 'H', 'E', 'W', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'M') 3322296665
('I', 'T', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('R', 'S', 'A', 'N', 'G', 'O', 'W', 'L', 'M') 3322267296
('S', 'T', 'E', 'R', 'M', 'W', 'G', 'L', 'C') ('A', 'O', 'I', 'N', 'D', 'U', 'P', 'H', 'F') 3322253283
('O', 'I', 'E', 'A', 'M', 'C', 'G', 'U', 'P') ('S', 'N', 'T', 'H', 'F', 'D', 'W', 'R', 'L') 3322042644
('E', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'F') ('R', 'A', 'T', 'H', 'O', 'W', 'G', 'D', 'M') 3322003355
('S', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'F') ('A', 'R', 'I', 'N', 'C', 'O', 'G', 'W', 'P') 3321889188
('A', 'O', 'H', 'E', 'D', 'L', 'C', 'U', 'G') ('S', 'T', 'I', 'N', 'M', 'P', 'F', 'R', 'W') 3321859941
('E', 'S', 'I', 'N', 'C', 'U', 'W', 'L', 'F') ('R', 'A', 'T', 'H', 'O', 'M', 'G', 'D', 'P') 3321761440
('I', 'O', 'E', 'R', 'D', 'U', 'F', 'L', 'G') ('A', 'S', 'T', 'H', 'M', 'C', 'W', 'N', 'P') 3321706633
('O', 'E', 'A', 'N', 'G', 'D', 'U', 'C', 'W') ('I', 'S', 'T', 'H', 'L', 'P', 'F', 'R', 'M') 3321483811
('I', 'A', 'R', 'E', 'F', 'L', 'M', 'U', 'W') ('O', 'S', 'T', 'H', 'D', 'C', 'G', 'N', 'P') 3321464790
('E', 'O', 'I', 'N', 'D', 'U', 'W', 'M', 'C') ('A', 'S', 'T', 'H', 'L', 'P', 'G', 'R', 'F') 3321450186
('I', 'O', 'E', 'S', 'D', 'U', 'F', 'C', 'G') ('A', 'N', 'T', 'H', 'L', 'P', 'W', 'R', 'M') 3321428377
('O', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'W') ('A', 'S', 'I', 'N', 'C', 'G', 'P', 'R', 'F') 3321396245
('A', 'E', 'I', 'N', 'G', 'D', 'U', 'C', 'F') ('O', 'S', 'T', 'H', 'M', 'P', 'W', 'R', 'L') 3321386959
('O', 'E', 'A', 'N', 'U', 'D', 'F', 'M', 'W') ('I', 'S', 'T', 'H', 'G', 'C', 'P', 'R', 'L') 3321317182
('O', 'T', 'E', 'R', 'W', 'F', 'G', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'U', 'P', 'M', 'H') 3321241988
('I', 'N', 'R', 'E', 'L', 'D', 'M', 'U', 'F') ('A', 'S', 'T', 'H', 'C', 'W', 'P', 'O', 'G') 3321128241
('A', 'O', 'H', 'E', 'D', 'L', 'M', 'U', 'G') ('T', 'S', 'I', 'N', 'C', 'F', 'P', 'R', 'W') 3321084088
('O', 'T', 'E', 'S', 'M', 'W', 'G', 'D', 'C') ('A', 'R', 'I', 'N', 'L', 'U', 'F', 'H', 'P') 3320665034
('O', 'A', 'T', 'E', 'U', 'C', 'P', 'W', 'G') ('S', 'R', 'I', 'N', 'L', 'D', 'F', 'H', 'M') 3320579638
('O', 'T', 'E', 'R', 'M', 'P', 'G', 'L', 'C') ('A', 'S', 'I', 'N', 'D', 'U', 'W', 'H', 'F') 3320352911
('A', 'T', 'E', 'R', 'G', 'U', 'W', 'C', 'F') ('O', 'S', 'I', 'N', 'D', 'H', 'P', 'L', 'M') 3320025168
('O', 'E', 'I', 'N', 'U', 'C', 'W', 'F', 'P') ('A', 'S', 'T', 'H', 'L', 'D', 'G', 'R', 'M') 3319981627
('A', 'E', 'I', 'N', 'U', 'C', 'P', 'L', 'F') ('O', 'S', 'T', 'H', 'D', 'W', 'G', 'R', 'M') 3319900584
('O', 'E', 'S', 'T', 'F', 'D', 'G', 'C', 'P') ('A', 'R', 'I', 'N', 'L', 'U', 'W', 'H', 'M') 3319880869
('I', 'O', 'E', 'S', 'D', 'U', 'G', 'M', 'C') ('A', 'N', 'T', 'H', 'L', 'W', 'P', 'R', 'F') 3319842206
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'C', 'P') ('I', 'N', 'T', 'H', 'L', 'W', 'M', 'S', 'F') 3319839106
('N', 'S', 'E', 'R', 'D', 'U', 'F', 'L', 'C') ('A', 'I', 'T', 'H', 'P', 'M', 'W', 'O', 'G') 3319783971
('I', 'A', 'R', 'E', 'F', 'D', 'M', 'U', 'G') ('O', 'S', 'T', 'H', 'L', 'C', 'W', 'N', 'P') 3319694557
('A', 'I', 'E', 'R', 'U', 'G', 'F', 'C', 'W') ('O', 'N', 'T', 'H', 'L', 'D', 'P', 'S', 'M') 3319629389
('O', 'T', 'E', 'R', 'G', 'U', 'W', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'P', 'F', 'H', 'M') 3319396183
('A', 'T', 'H', 'E', 'C', 'L', 'F', 'G', 'U') ('R', 'S', 'I', 'N', 'D', 'O', 'P', 'M', 'W') 3319289729
('O', 'E', 'T', 'H', 'U', 'C', 'P', 'L', 'G') ('A', 'S', 'I', 'N', 'D', 'M', 'F', 'R', 'W') 3319240723
('A', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'W') ('R', 'S', 'I', 'N', 'G', 'O', 'P', 'L', 'F') 3318643380
('A', 'N', 'E', 'R', 'L', 'U', 'W', 'M', 'F') ('I', 'S', 'T', 'H', 'D', 'C', 'P', 'O', 'G') 3318613005
('I', 'A', 'R', 'E', 'C', 'L', 'W', 'G', 'U') ('O', 'N', 'T', 'H', 'F', 'D', 'P', 'S', 'M') 3318510630
('I', 'O', 'E', 'A', 'D', 'M', 'W', 'P', 'U') ('S', 'N', 'T', 'H', 'F', 'G', 'C', 'R', 'L') 3318509344
('A', 'T', 'H', 'E', 'P', 'L', 'M', 'U', 'F') ('O', 'S', 'I', 'N', 'D', 'G', 'C', 'R', 'W') 3318212098
('A', 'T', 'H', 'E', 'P', 'L', 'F', 'W', 'U') ('R', 'S', 'I', 'N', 'D', 'O', 'G', 'C', 'M') 3318209087
('I', 'A', 'R', 'E', 'P', 'L', 'W', 'F', 'U') ('O', 'N', 'T', 'H', 'C', 'D', 'G', 'S', 'M') 3318208066
('A', 'T', 'H', 'E', 'G', 'L', 'F', 'W', 'U') ('R', 'S', 'I', 'N', 'D', 'O', 'P', 'M', 'C') 3318067291
('N', 'S', 'E', 'R', 'D', 'U', 'F', 'L', 'M') ('A', 'I', 'T', 'H', 'P', 'C', 'W', 'O', 'G') 3318016379
('O', 'E', 'I', 'N', 'U', 'C', 'P', 'L', 'F') ('A', 'S', 'T', 'H', 'D', 'W', 'G', 'R', 'M') 3317993859
('A', 'O', 'E', 'S', 'L', 'U', 'W', 'F', 'G') ('I', 'N', 'T', 'H', 'C', 'D', 'P', 'R', 'M') 3317817296
('A', 'I', 'R', 'E', 'M', 'D', 'C', 'U', 'F') ('O', 'N', 'T', 'H', 'L', 'G', 'W', 'S', 'P') 3317649770
('A', 'N', 'E', 'R', 'L', 'U', 'F', 'C', 'P') ('I', 'S', 'T', 'H', 'D', 'W', 'M', 'O', 'G') 3317594900
('A', 'I', 'E', 'S', 'P', 'U', 'G', 'D', 'C') ('O', 'N', 'T', 'H', 'F', 'W', 'M', 'R', 'L') 3317574377
('A', 'O', 'E', 'R', 'D', 'U', 'F', 'C', 'W') ('I', 'N', 'T', 'H', 'L', 'G', 'M', 'S', 'P') 3317402246
('A', 'T', 'H', 'E', 'C', 'D', 'P', 'U', 'W') ('R', 'S', 'I', 'N', 'F', 'O', 'G', 'L', 'M') 3317182983
('S', 'T', 'H', 'E', 'M', 'D', 'L', 'F', 'G') ('O', 'R', 'I', 'N', 'C', 'A', 'U', 'P', 'W') 3317033118
('E', 'O', 'A', 'N', 'G', 'U', 'W', 'L', 'M') ('I', 'S', 'T', 'H', 'D', 'C', 'P', 'R', 'F') 3316613339
('O', 'T', 'H', 'E', 'M', 'L', 'F', 'G', 'U') ('A', 'S', 'I', 'N', 'D', 'C', 'P', 'R', 'W') 3316549341
('O', 'I', 'E', 'A', 'M', 'C', 'G', 'W', 'U') ('S', 'N', 'T', 'H', 'F', 'D', 'P', 'R', 'L') 3316549017
('E', 'S', 'T', 'H', 'D', 'C', 'M', 'L', 'F') ('A', 'O', 'I', 'N', 'G', 'U', 'P', 'R', 'W') 3316464924
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'C', 'W') ('I', 'N', 'T', 'H', 'L', 'P', 'M', 'S', 'F') 3316273025
('O', 'E', 'A', 'N', 'U', 'D', 'G', 'W', 'P') ('I', 'S', 'T', 'H', 'L', 'C', 'M', 'R', 'F') 3316183222
('I', 'O', 'E', 'S', 'D', 'U', 'W', 'C', 'G') ('A', 'N', 'T', 'H', 'L', 'P', 'F', 'R', 'M') 3316174448
('I', 'O', 'E', 'R', 'D', 'U', 'G', 'M', 'C') ('S', 'A', 'T', 'H', 'F', 'L', 'W', 'N', 'P') 3316140211
('E', 'O', 'I', 'N', 'D', 'U', 'G', 'L', 'W') ('A', 'S', 'T', 'H', 'M', 'C', 'P', 'R', 'F') 3316033619
('A', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'F') ('R', 'S', 'I', 'N', 'G', 'O', 'P', 'L', 'W') 3316033445
('I', 'N', 'R', 'E', 'L', 'D', 'W', 'F', 'U') ('A', 'S', 'T', 'H', 'M', 'C', 'P', 'O', 'G') 3316005522
('A', 'T', 'E', 'R', 'P', 'U', 'F', 'C', 'G') ('O', 'S', 'I', 'N', 'L', 'D', 'W', 'H', 'M') 3315975576
('E', 'O', 'I', 'N', 'D', 'U', 'G', 'F', 'P') ('A', 'S', 'T', 'H', 'L', 'C', 'W', 'R', 'M') 3315937458
('R', 'T', 'H', 'E', 'M', 'D', 'L', 'U', 'G') ('A', 'S', 'I', 'N', 'C', 'O', 'W', 'P', 'F') 3315925618
('A', 'E', 'I', 'N', 'G', 'U', 'W', 'M', 'F') ('O', 'S', 'T', 'H', 'D', 'C', 'P', 'R', 'L') 3315779119
('I', 'O', 'E', 'S', 'D', 'U', 'F', 'L', 'G') ('A', 'N', 'T', 'H', 'M', 'C', 'P', 'R', 'W') 3315769971
('I', 'O', 'E', 'R', 'D', 'U', 'G', 'C', 'P') ('S', 'A', 'T', 'H', 'F', 'L', 'W', 'N', 'M') 3315710336
('O', 'T', 'H', 'E', 'P', 'L', 'D', 'W', 'U') ('A', 'S', 'I', 'N', 'C', 'G', 'F', 'R', 'M') 3315703929
('O', 'S', 'T', 'E', 'D', 'C', 'M', 'P', 'G') ('A', 'R', 'I', 'N', 'L', 'U', 'W', 'H', 'F') 3315643089
('A', 'O', 'E', 'S', 'G', 'U', 'W', 'C', 'P') ('I', 'N', 'T', 'H', 'L', 'D', 'M', 'R', 'F') 3315256582
('A', 'N', 'E', 'S', 'L', 'U', 'W', 'C', 'F') ('O', 'I', 'T', 'H', 'P', 'D', 'G', 'R', 'M') 3315144355
('A', 'T', 'E', 'S', 'M', 'U', 'F', 'C', 'G') ('O', 'R', 'I', 'N', 'L', 'D', 'W', 'H', 'P') 3314962507
('T', 'S', 'E', 'R', 'C', 'F', 'W', 'L', 'M') ('A', 'O', 'I', 'N', 'D', 'U', 'G', 'H', 'P') 3314924502
('O', 'S', 'T', 'E', 'C', 'L', 'W', 'P', 'G') ('A', 'R', 'I', 'N', 'D', 'U', 'F', 'H', 'M') 3314855607
('O', 'S', 'E', 'R', 'D', 'C', 'G', 'L', 'M') ('A', 'T', 'I', 'N', 'W', 'H', 'U', 'P', 'F') 3314730676
('A', 'T', 'H', 'E', 'G', 'L', 'D', 'W', 'U') ('R', 'S', 'I', 'N', 'C', 'O', 'P', 'M', 'F') 3314715154
('I', 'N', 'R', 'E', 'L', 'D', 'M', 'U', 'W') ('O', 'A', 'T', 'H', 'F', 'C', 'P', 'S', 'G') 3314537561
('I', 'A', 'R', 'E', 'D', 'L', 'W', 'P', 'U') ('O', 'S', 'T', 'H', 'F', 'C', 'G', 'N', 'M') 3314431511
('I', 'O', 'E', 'A', 'D', 'F', 'U', 'C', 'P') ('S', 'N', 'T', 'H', 'W', 'G', 'M', 'R', 'L') 3314327621
('A', 'T', 'E', 'R', 'M', 'U', 'W', 'L', 'G') ('O', 'S', 'I', 'N', 'D', 'C', 'P', 'H', 'F') 3314319751
('A', 'I', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('S', 'O', 'N', 'T', 'G', 'R', 'W', 'L', 'M') 3314287947
('T', 'S', 'E', 'R', 'C', 'P', 'G', 'L', 'M') ('A', 'O', 'I', 'N', 'D', 'U', 'W', 'H', 'F') 3314166991
('E', 'O', 'I', 'N', 'D', 'U', 'P', 'M', 'C') ('A', 'S', 'T', 'H', 'L', 'W', 'G', 'R', 'F') 3314131449
('A', 'O', 'E', 'R', 'D', 'U', 'G', 'M', 'C') ('S', 'I', 'T', 'H', 'P', 'L', 'W', 'N', 'F') 3314105963
('A', 'T', 'H', 'E', 'M', 'D', 'C', 'U', 'G') ('R', 'S', 'I', 'N', 'F', 'O', 'P', 'L', 'W') 3314099624
('O', 'E', 'A', 'N', 'U', 'D', 'P', 'M', 'W') ('I', 'S', 'T', 'H', 'L', 'C', 'G', 'R', 'F') 3313992338
('I', 'O', 'E', 'R', 'D', 'U', 'W', 'C', 'P') ('A', 'N', 'T', 'H', 'L', 'G', 'M', 'S', 'F') 3313984504
('N', 'S', 'E', 'R', 'C', 'F', 'W', 'L', 'M') ('A', 'I', 'T', 'H', 'U', 'D', 'P', 'O', 'G') 3313851664
('A', 'O', 'E', 'R', 'D', 'U', 'F', 'C', 'P') ('I', 'N', 'T', 'H', 'L', 'G', 'W', 'S', 'M') 3313838936
('O', 'E', 'T', 'H', 'U', 'D', 'G', 'F', 'L') ('A', 'S', 'I', 'N', 'M', 'C', 'P', 'R', 'W') 3313791224
('I', 'A', 'R', 'E', 'F', 'L', 'M', 'U', 'G') ('O', 'N', 'T', 'H', 'C', 'D', 'W', 'S', 'P') 3313787769
('A', 'I', 'E', 'S', 'U', 'G', 'W', 'C', 'F') ('O', 'N', 'T', 'H', 'M', 'D', 'P', 'R', 'L') 3313723834
('E', 'O', 'A', 'N', 'G', 'U', 'P', 'L', 'W') ('I', 'S', 'T', 'H', 'D', 'C', 'M', 'R', 'F') 3313692676
('R', 'N', 'S', 'T', 'L', 'D', 'F', 'C', 'M') ('A', 'I', 'H', 'E', 'P', 'O', 'G', 'W', 'U') 3313636915
('O', 'E', 'A', 'N', 'F', 'D', 'W', 'C', 'P') ('S', 'I', 'T', 'H', 'U', 'L', 'G', 'R', 'M') 3313540331
('I', 'T', 'H', 'E', 'G', 'L', 'M', 'U', 'F') ('R', 'S', 'A', 'N', 'D', 'O', 'W', 'C', 'P') 3313322937
('A', 'T', 'E', 'R', 'P', 'U', 'W', 'D', 'F') ('O', 'S', 'I', 'N', 'L', 'G', 'C', 'H', 'M') 3313248657
('E', 'N', 'T', 'H', 'L', 'C', 'M', 'P', 'F') ('I', 'S', 'A', 'R', 'D', 'O', 'G', 'U', 'W') 3313228707
('E', 'R', 'I', 'N', 'L', 'U', 'W', 'F', 'P') ('A', 'S', 'T', 'H', 'D', 'C', 'M', 'O', 'G') 3313167802
('A', 'I', 'E', 'S', 'U', 'G', 'W', 'D', 'F') ('O', 'N', 'T', 'H', 'M', 'C', 'P', 'R', 'L') 3313061014
('S', 'N', 'E', 'R', 'L', 'G', 'F', 'C', 'M') ('A', 'I', 'T', 'H', 'U', 'D', 'W', 'O', 'P') 3313011117
('A', 'O', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('S', 'T', 'I', 'N', 'G', 'R', 'W', 'L', 'M') 3312955079
('A', 'O', 'E', 'R', 'D', 'U', 'W', 'M', 'C') ('I', 'N', 'T', 'H', 'L', 'G', 'P', 'S', 'F') 3312895168
('A', 'T', 'E', 'R', 'P', 'U', 'W', 'C', 'F') ('O', 'S', 'I', 'N', 'L', 'D', 'G', 'H', 'M') 3312845393
('A', 'E', 'S', 'T', 'U', 'D', 'F', 'W', 'G') ('O', 'R', 'I', 'N', 'L', 'C', 'P', 'M', 'H') 3312844264
('O', 'E', 'A', 'N', 'U', 'F', 'P', 'M', 'C') ('I', 'S', 'T', 'H', 'D', 'W', 'G', 'R', 'L') 3312717377
('A', 'E', 'I', 'N', 'G', 'D', 'U', 'C', 'W') ('O', 'S', 'T', 'H', 'F', 'P', 'M', 'R', 'L') 3312639814
('A', 'O', 'H', 'E', 'D', 'L', 'P', 'U', 'G') ('S', 'T', 'I', 'N', 'M', 'C', 'F', 'R', 'W') 3312571729
('I', 'O', 'E', 'S', 'D', 'U', 'G', 'L', 'M') ('A', 'N', 'T', 'H', 'W', 'C', 'P', 'R', 'F') 3312419486
('E', 'A', 'I', 'N', 'U', 'G', 'P', 'L', 'W') ('O', 'S', 'T', 'H', 'F', 'C', 'M', 'R', 'D') 3312405850
('I', 'O', 'E', 'R', 'D', 'U', 'P', 'L', 'W') ('A', 'S', 'T', 'H', 'M', 'C', 'G', 'N', 'F') 3312364427
('O', 'R', 'S', 'T', 'L', 'D', 'G', 'C', 'M') ('A', 'I', 'H', 'E', 'P', 'N', 'F', 'W', 'U') 3312363752
('I', 'O', 'E', 'S', 'D', 'U', 'G', 'F', 'P') ('A', 'N', 'T', 'H', 'L', 'C', 'W', 'R', 'M') 3312317310
('E', 'R', 'T', 'H', 'D', 'C', 'M', 'L', 'F') ('O', 'S', 'I', 'N', 'G', 'A', 'U', 'P', 'W') 3312302839
('A', 'O', 'E', 'S', 'D', 'U', 'P', 'M', 'C') ('I', 'N', 'T', 'H', 'L', 'G', 'W', 'R', 'F') 3312277066
('O', 'T', 'E', 'R', 'P', 'F', 'G', 'D', 'C') ('A', 'S', 'I', 'N', 'L', 'U', 'W', 'H', 'M') 3312263647
('I', 'T', 'H', 'E', 'C', 'L', 'M', 'U', 'G') ('R', 'S', 'A', 'N', 'D', 'O', 'W', 'P', 'F') 3312168743
('O', 'E', 'T', 'H', 'U', 'C', 'G', 'F', 'L') ('A', 'S', 'I', 'N', 'D', 'M', 'P', 'R', 'W') 3312147294
('T', 'S', 'E', 'R', 'C', 'F', 'G', 'L', 'W') ('A', 'O', 'I', 'N', 'D', 'U', 'P', 'M', 'H') 3312142781
('E', 'R', 'T', 'H', 'L', 'C', 'M', 'U', 'F') ('A', 'S', 'I', 'N', 'D', 'O', 'G', 'W', 'P') 3311997707
('E', 'O', 'I', 'N', 'D', 'U', 'W', 'L', 'M') ('A', 'S', 'T', 'H', 'G', 'C', 'P', 'R', 'F') 3311918181
('O', 'A', 'T', 'E', 'F', 'C', 'P', 'W', 'G') ('R', 'S', 'I', 'N', 'D', 'U', 'H', 'L', 'M') 3311908521
('E', 'N', 'T', 'H', 'L', 'C', 'P', 'U', 'F') ('I', 'S', 'A', 'R', 'D', 'O', 'G', 'M', 'W') 3311856474
('A', 'T', 'H', 'E', 'M', 'D', 'P', 'U', 'G') ('R', 'S', 'I', 'N', 'C', 'O', 'W', 'L', 'F') 3311735068
('O', 'T', 'H', 'E', 'C', 'L', 'M', 'W', 'G') ('A', 'S', 'I', 'N', 'D', 'U', 'P', 'R', 'F') 3311596942
('A', 'I', 'E', 'R', 'U', 'G', 'F', 'C', 'M') ('O', 'N', 'T', 'H', 'L', 'D', 'W', 'S', 'P') 3311594468
('A', 'O', 'E', 'S', 'D', 'U', 'F', 'M', 'C') ('I', 'N', 'T', 'H', 'L', 'G', 'P', 'R', 'W') 3311548507
('O', 'T', 'H', 'E', 'M', 'D', 'C', 'F', 'G') ('A', 'S', 'I', 'N', 'L', 'U', 'P', 'R', 'W') 3311503161
('I', 'O', 'E', 'R', 'G', 'U', 'W', 'L', 'C') ('A', 'N', 'T', 'H', 'M', 'D', 'P', 'S', 'F') 3311450161
('I', 'A', 'R', 'E', 'P', 'L', 'G', 'U', 'F') ('O', 'N', 'T', 'H', 'C', 'D', 'W', 'S', 'M') 3311366819
('I', 'O', 'E', 'S', 'L', 'U', 'W', 'C', 'G') ('A', 'N', 'T', 'H', 'M', 'D', 'P', 'R', 'F') 3311275055
('O', 'E', 'I', 'N', 'F', 'C', 'P', 'L', 'W') ('S', 'A', 'T', 'H', 'U', 'D', 'G', 'R', 'M') 3311235057
('O', 'T', 'E', 'S', 'M', 'W', 'G', 'L', 'C') ('A', 'R', 'I', 'N', 'D', 'U', 'P', 'H', 'F') 3311156088
('A', 'T', 'H', 'E', 'L', 'D', 'F', 'G', 'U') ('O', 'S', 'I', 'N', 'M', 'C', 'P', 'R', 'W') 3310911112
('O', 'T', 'E', 'R', 'M', 'W', 'G', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'U', 'P', 'H', 'F') 3310853621
('E', 'S', 'I', 'N', 'C', 'U', 'W', 'L', 'M') ('O', 'A', 'T', 'H', 'F', 'G', 'P', 'R', 'D') 3310819468
('A', 'E', 'I', 'N', 'G', 'U', 'W', 'C', 'P') ('O', 'S', 'T', 'H', 'F', 'D', 'M', 'R', 'L') 3310817940
('O', 'S', 'E', 'R', 'D', 'U', 'W', 'C', 'L') ('A', 'T', 'I', 'N', 'G', 'H', 'P', 'M', 'F') 3310752531
('E', 'O', 'I', 'N', 'G', 'U', 'F', 'C', 'P') ('A', 'S', 'T', 'H', 'D', 'L', 'W', 'R', 'M') 3310500790
('E', 'R', 'I', 'N', 'C', 'U', 'P', 'L', 'M') ('A', 'S', 'T', 'H', 'D', 'W', 'F', 'O', 'G') 3310456084
('I', 'O', 'E', 'R', 'D', 'U', 'F', 'L', 'W') ('A', 'S', 'T', 'H', 'M', 'C', 'G', 'N', 'P') 3310380373
('A', 'E', 'I', 'N', 'G', 'D', 'U', 'M', 'P') ('O', 'S', 'T', 'H', 'F', 'C', 'W', 'R', 'L') 3310293231
