[('A', 'E', 'S', 'T', 'U', 'D', 'F', 'C', 'G', 'B'), 688783762.1000003] 
[('E', 'S', 'A', 'T', 'C', 'D', 'U', 'F', 'G', 'B'), 627487944.8999999] 
[('T', 'A', 'E', 'S', 'D', 'U', 'F', 'G', 'C', 'B'), 627479238.95] 
[('E', 'S', 'A', 'T', 'C', 'U', 'G', 'D', 'B', 'F'), 627438933.1999998] 
[('T', 'A', 'E', 'S', 'D', 'U', 'G', 'C', 'F', 'B'), 627363942.35] 
[('S', 'E', 'A', 'T', 'U', 'D', 'F', 'G', 'B', 'C'), 627359885.9000001] 
[('A', 'E', 'S', 'T', 'U', 'B', 'F', 'D', 'G', 'C'), 627334471.5000001] 
[('E', 'A', 'S', 'T', 'U', 'F', 'D', 'C', 'B', 'G'), 627262311.2999998] 
[('A', 'E', 'S', 'T', 'U', 'F', 'C', 'B', 'D', 'G'), 627241017.9999999] 
[('A', 'T', 'E', 'S', 'F', 'U', 'G', 'D', 'C', 'B'), 627175321.0999997] 
[('E', 'A', 'S', 'T', 'U', 'G', 'F', 'D', 'B', 'C'), 627161548.5999999] 
[('A', 'T', 'E', 'S', 'D', 'C', 'U', 'G', 'B', 'F'), 627159625.8] 
[('E', 'S', 'A', 'T', 'D', 'U', 'G', 'B', 'F', 'C'), 627138093.6499999] 
[('A', 'E', 'S', 'T', 'U', 'B', 'F', 'C', 'D', 'G'), 627135211.3] 
[('A', 'S', 'T', 'E', 'C', 'D', 'G', 'F', 'U', 'B'), 627069254.8999996] 
[('E', 'A', 'S', 'T', 'D', 'C', 'F', 'U', 'B', 'G'), 627041019.9499997] 
[('E', 'S', 'A', 'T', 'C', 'U', 'F', 'B', 'G', 'D'), 627002385.5] 
[('T', 'A', 'E', 'S', 'D', 'U', 'F', 'B', 'C', 'G'), 626915614.2499998] 
[('A', 'T', 'E', 'S', 'B', 'F', 'U', 'D', 'C', 'G'), 626879983.45] 
[('A', 'E', 'S', 'T', 'U', 'F', 'B', 'C', 'D', 'G'), 626829081.7999998] 
[('E', 'S', 'A', 'T', 'C', 'U', 'G', 'D', 'F', 'B'), 626695360.2] 
[('A', 'E', 'S', 'T', 'U', 'F', 'D', 'B', 'G', 'C'), 626615648.7000003] 
[('T', 'E', 'A', 'S', 'U', 'D', 'G', 'C', 'B', 'F'), 626574417.8000003] 
[('E', 'S', 'A', 'T', 'D', 'C', 'U', 'B', 'F', 'G'), 626539609.0500002] 
[('A', 'T', 'E', 'S', 'D', 'C', 'U', 'F', 'G', 'B'), 626535175.6999995] 
[('E', 'S', 'A', 'T', 'C', 'D', 'U', 'G', 'B', 'F'), 626493891.0999997] 
[('E', 'A', 'S', 'T', 'D', 'C', 'F', 'G', 'U', 'B'), 626379948.2500001] 
[('A', 'T', 'E', 'S', 'C', 'U', 'G', 'F', 'B', 'D'), 626241275.9999998] 
[('E', 'A', 'S', 'T', 'F', 'D', 'U', 'B', 'G', 'C'), 626038026.5500001] 
[('E', 'S', 'A', 'T', 'C', 'F', 'U', 'D', 'B', 'G'), 625978528.7999995] 
[('E', 'A', 'S', 'T', 'U', 'F', 'B', 'D', 'C', 'G'), 625949375.8999997] 
[('A', 'S', 'E', 'T', 'D', 'U', 'F', 'C', 'B', 'G'), 625924859.0499998] 
[('A', 'T', 'E', 'S', 'C', 'G', 'U', 'D', 'F', 'B'), 625851694.5499998] 
[('E', 'A', 'S', 'T', 'U', 'F', 'D', 'G', 'C', 'B'), 625785406.1000001] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'G', 'B', 'F'), 625718376.55] 
[('A', 'T', 'E', 'S', 'C', 'U', 'G', 'B', 'F', 'D'), 625705907.6999998] 
[('A', 'S', 'T', 'E', 'C', 'D', 'G', 'B', 'U', 'F'), 625669177.7999996] 
[('E', 'A', 'S', 'T', 'D', 'C', 'B', 'U', 'G', 'F'), 625540585.2499999] 
[('A', 'E', 'S', 'T', 'G', 'D', 'C', 'U', 'F', 'B'), 625524772.6500001] 
[('A', 'E', 'S', 'T', 'U', 'G', 'D', 'C', 'B', 'F'), 625487538.25] 
[('E', 'S', 'A', 'T', 'F', 'D', 'U', 'C', 'B', 'G'), 625472269.7499996] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'F', 'G', 'B'), 625441318.2499999] 
[('E', 'A', 'S', 'T', 'D', 'C', 'B', 'U', 'F', 'G'), 625412359.9499999] 
[('A', 'T', 'E', 'S', 'G', 'U', 'F', 'C', 'B', 'D'), 625386704.1999999] 
[('A', 'E', 'S', 'T', 'U', 'C', 'B', 'G', 'F', 'D'), 625327283.25] 
[('E', 'A', 'S', 'T', 'U', 'C', 'B', 'F', 'G', 'D'), 625309382.2999996] 
[('A', 'E', 'S', 'T', 'F', 'D', 'G', 'C', 'U', 'B'), 625239365.8500001] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'F', 'B', 'G'), 625173244.1499997] 
[('T', 'E', 'A', 'S', 'U', 'D', 'F', 'G', 'C', 'B'), 625164195.2000005] 
[('S', 'E', 'A', 'T', 'U', 'D', 'F', 'B', 'G', 'C'), 625134409.1000001] 
[('A', 'S', 'E', 'T', 'D', 'U', 'F', 'C', 'G', 'B'), 625001437.65] 
[('A', 'E', 'S', 'T', 'U', 'G', 'D', 'F', 'C', 'B'), 624988314.15] 
[('A', 'T', 'E', 'S', 'G', 'U', 'F', 'B', 'D', 'C'), 624913057.0000001] 
[('E', 'A', 'S', 'T', 'F', 'D', 'G', 'C', 'U', 'B'), 624901848.8500004] 
[('A', 'S', 'T', 'E', 'C', 'D', 'G', 'F', 'B', 'U'), 624835312.9999996] 
[('A', 'T', 'E', 'S', 'G', 'U', 'B', 'D', 'F', 'C'), 624749531.0999999] 
[('E', 'A', 'S', 'T', 'U', 'F', 'D', 'B', 'C', 'G'), 624695467.6999998] 
[('A', 'T', 'E', 'S', 'B', 'F', 'U', 'C', 'D', 'G'), 624366517.9499999] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'G', 'F', 'B'), 624327940.15] 
[('A', 'E', 'S', 'T', 'F', 'D', 'U', 'B', 'G', 'C'), 624303173.8500003] 
[('E', 'A', 'S', 'T', 'D', 'C', 'U', 'G', 'F', 'B'), 624291156.45] 
[('E', 'A', 'S', 'T', 'U', 'F', 'G', 'D', 'B', 'C'), 624186074.7999998] 
[('E', 'A', 'S', 'T', 'F', 'D', 'U', 'G', 'B', 'C'), 624159557.8499997] 
[('A', 'T', 'E', 'S', 'D', 'B', 'U', 'G', 'C', 'F'), 624090419.1500001] 
[('A', 'S', 'T', 'E', 'D', 'C', 'G', 'F', 'U', 'B'), 624068482.5999997] 
[('A', 'T', 'E', 'S', 'D', 'C', 'U', 'F', 'B', 'G'), 624062431.7999996] 
[('T', 'E', 'A', 'S', 'U', 'D', 'G', 'C', 'F', 'B'), 624043790.8000003] 
[('E', 'S', 'A', 'T', 'D', 'U', 'B', 'G', 'C', 'F'), 624012364.95] 
[('A', 'E', 'S', 'T', 'G', 'D', 'F', 'C', 'U', 'B'), 623984964.0500003] 
[('A', 'E', 'S', 'T', 'G', 'D', 'C', 'U', 'B', 'F'), 623895554.15] 
[('E', 'A', 'S', 'T', 'U', 'C', 'B', 'G', 'F', 'D'), 623880223.4999996] 
[('E', 'A', 'S', 'T', 'U', 'G', 'D', 'C', 'F', 'B'), 623850923.4000001] 
[('T', 'A', 'E', 'S', 'B', 'U', 'F', 'D', 'C', 'G'), 623847469.3000002] 
[('E', 'S', 'A', 'T', 'D', 'G', 'U', 'C', 'F', 'B'), 623782146.0500003] 
[('E', 'S', 'A', 'T', 'C', 'D', 'U', 'F', 'B', 'G'), 623730333.0999995] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'B', 'G', 'F'), 623645268.9500002] 
[('E', 'A', 'S', 'T', 'D', 'C', 'F', 'B', 'U', 'G'), 623581903.05] 
[('T', 'A', 'E', 'S', 'D', 'U', 'G', 'B', 'C', 'F'), 623558261.7499999] 
[('E', 'S', 'A', 'T', 'D', 'C', 'U', 'B', 'G', 'F'), 623552161.2500002] 
[('A', 'E', 'S', 'T', 'F', 'D', 'B', 'U', 'C', 'G'), 623541354.5500001] 
[('E', 'T', 'A', 'S', 'D', 'U', 'F', 'G', 'C', 'B'), 623454344.15] 
[('E', 'A', 'S', 'T', 'U', 'G', 'C', 'D', 'F', 'B'), 623385225.0999999] 
[('E', 'S', 'A', 'T', 'D', 'U', 'B', 'F', 'C', 'G'), 623266268.5499998] 
[('E', 'S', 'A', 'T', 'G', 'U', 'F', 'D', 'C', 'B'), 623232872.6000005] 
[('E', 'A', 'S', 'T', 'D', 'C', 'G', 'F', 'U', 'B'), 623223103.15] 
[('E', 'A', 'S', 'T', 'D', 'U', 'F', 'C', 'G', 'B'), 623212424.4500002] 
[('A', 'T', 'E', 'S', 'D', 'B', 'U', 'G', 'F', 'C'), 623183962.5500001] 
[('E', 'A', 'S', 'T', 'F', 'D', 'B', 'U', 'C', 'G'), 623119667.25] 
[('E', 'A', 'S', 'T', 'D', 'U', 'F', 'C', 'B', 'G'), 623097062.7499996] 
[('A', 'T', 'E', 'S', 'B', 'F', 'U', 'D', 'G', 'C'), 623092738.7500002] 
[('E', 'S', 'A', 'T', 'C', 'U', 'B', 'D', 'G', 'F'), 623085412.1999999] 
[('A', 'E', 'S', 'T', 'F', 'D', 'U', 'G', 'B', 'C'), 623017682.55] 
[('E', 'A', 'S', 'T', 'U', 'B', 'F', 'D', 'G', 'C'), 622992100.0] 
[('E', 'S', 'A', 'T', 'D', 'C', 'U', 'F', 'G', 'B'), 622973977.65] 
[('A', 'E', 'S', 'T', 'U', 'F', 'D', 'G', 'B', 'C'), 622938499.5000002] 
[('S', 'E', 'A', 'T', 'U', 'D', 'G', 'F', 'C', 'B'), 622937933.8000001] 
[('E', 'A', 'S', 'T', 'U', 'B', 'F', 'C', 'D', 'G'), 622877962.8] 
[('E', 'A', 'S', 'T', 'U', 'F', 'C', 'G', 'D', 'B'), 622796525.9999999] 
[('A', 'T', 'E', 'S', 'G', 'U', 'C', 'D', 'B', 'F'), 622783179.0000002] 
[('T', 'E', 'A', 'S', 'U', 'D', 'F', 'B', 'C', 'G'), 622651439.4000003] 
[('E', 'A', 'S', 'T', 'U', 'G', 'C', 'D', 'B', 'F'), 622634330.0999998] 
[('A', 'T', 'E', 'S', 'F', 'U', 'B', 'D', 'C', 'G'), 622627395.2999995] 
[('A', 'E', 'S', 'T', 'U', 'B', 'C', 'D', 'G', 'F'), 622563056.5000001] 
[('A', 'T', 'E', 'S', 'B', 'U', 'G', 'F', 'C', 'D'), 622360016.15] 
[('A', 'S', 'T', 'E', 'D', 'C', 'G', 'B', 'U', 'F'), 622335336.4999999] 
[('E', 'A', 'S', 'T', 'F', 'C', 'U', 'D', 'G', 'B'), 622243589.5500002] 
[('A', 'T', 'E', 'S', 'C', 'B', 'U', 'D', 'F', 'G'), 622083825.7999998] 
[('A', 'S', 'T', 'E', 'C', 'D', 'G', 'B', 'F', 'U'), 622074906.6999998] 
[('A', 'E', 'S', 'T', 'F', 'D', 'G', 'C', 'B', 'U'), 622043735.7500002] 
[('E', 'T', 'A', 'S', 'D', 'U', 'G', 'C', 'B', 'F'), 622039632.3499997] 
[('E', 'S', 'A', 'T', 'C', 'F', 'U', 'G', 'D', 'B'), 622005498.2999997] 
[('E', 'S', 'A', 'T', 'D', 'C', 'U', 'G', 'B', 'F'), 621977554.4499999] 
[('E', 'A', 'S', 'T', 'D', 'C', 'U', 'B', 'F', 'G'), 621958432.5500001] 
[('A', 'E', 'S', 'T', 'U', 'B', 'C', 'D', 'F', 'G'), 621940169.7999998] 
[('E', 'S', 'A', 'T', 'D', 'U', 'C', 'B', 'F', 'G'), 621937111.0500001] 
[('T', 'A', 'E', 'S', 'D', 'U', 'G', 'F', 'C', 'B'), 621727883.9499998] 
[('E', 'T', 'A', 'S', 'D', 'U', 'F', 'B', 'C', 'G'), 621657484.5499997] 
[('E', 'S', 'A', 'T', 'C', 'U', 'B', 'D', 'F', 'G'), 621492741.9999998] 
[('A', 'E', 'S', 'T', 'U', 'G', 'B', 'D', 'C', 'F'), 621434501.75] 
[('A', 'T', 'E', 'S', 'F', 'U', 'G', 'D', 'B', 'C'), 621346663.8999999] 
[('E', 'A', 'S', 'T', 'U', 'G', 'D', 'C', 'B', 'F'), 621283854.1999998] 
[('A', 'T', 'E', 'S', 'G', 'U', 'B', 'C', 'D', 'F'), 621282731.6999999] 
[('A', 'T', 'E', 'S', 'D', 'G', 'U', 'F', 'B', 'C'), 621216167.0999998] 
[('A', 'S', 'T', 'E', 'D', 'C', 'G', 'F', 'B', 'U'), 621215274.0999997] 
[('T', 'A', 'E', 'S', 'D', 'U', 'F', 'G', 'B', 'C'), 621167638.55] 
[('A', 'T', 'E', 'S', 'C', 'F', 'U', 'B', 'D', 'G'), 621162541.1999999] 
[('E', 'A', 'S', 'T', 'F', 'D', 'C', 'G', 'U', 'B'), 621069684.45] 
[('T', 'E', 'A', 'S', 'U', 'D', 'B', 'C', 'G', 'F'), 621033427.9000005] 
[('A', 'E', 'S', 'T', 'U', 'G', 'D', 'B', 'C', 'F'), 621033353.25] 
[('E', 'S', 'A', 'T', 'G', 'D', 'U', 'C', 'F', 'B'), 621018745.0000005] 
[('A', 'T', 'E', 'S', 'D', 'B', 'U', 'F', 'C', 'G'), 620931357.5499997] 
[('A', 'T', 'E', 'S', 'C', 'F', 'U', 'G', 'D', 'B'), 620905295.5999999] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'F', 'G', 'B'), 620901813.6] 
[('A', 'T', 'E', 'S', 'G', 'U', 'C', 'D', 'F', 'B'), 620777174.5] 
[('A', 'T', 'E', 'S', 'B', 'U', 'C', 'G', 'D', 'F'), 620745975.0500003] 
[('E', 'A', 'S', 'T', 'F', 'D', 'G', 'U', 'B', 'C'), 620601404.3499998] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'B', 'G', 'F'), 620588869.5000001] 
[('A', 'E', 'S', 'T', 'G', 'D', 'U', 'C', 'B', 'F'), 620574114.75] 
[('E', 'A', 'S', 'T', 'U', 'G', 'D', 'F', 'C', 'B'), 620572303.1000001] 
[('E', 'A', 'S', 'T', 'U', 'F', 'B', 'D', 'G', 'C'), 620520151.7999996] 
[('E', 'A', 'S', 'T', 'U', 'G', 'F', 'C', 'B', 'D'), 620515031.8] 
[('E', 'A', 'S', 'T', 'D', 'C', 'G', 'B', 'U', 'F'), 620358414.2499999] 
[('A', 'T', 'E', 'S', 'F', 'U', 'G', 'C', 'D', 'B'), 620287555.1999998] 
[('A', 'E', 'S', 'T', 'G', 'D', 'F', 'U', 'C', 'B'), 620271136.1500002] 
[('E', 'A', 'S', 'T', 'F', 'D', 'G', 'C', 'B', 'U'), 620245249.1499999] 
[('A', 'E', 'S', 'T', 'F', 'D', 'C', 'G', 'U', 'B'), 620236572.6499999] 
[('E', 'A', 'S', 'T', 'U', 'F', 'D', 'B', 'G', 'C'), 620227558.4] 
[('A', 'E', 'S', 'T', 'U', 'B', 'G', 'D', 'C', 'F'), 620155437.8000002] 
[('A', 'E', 'S', 'T', 'U', 'F', 'G', 'B', 'D', 'C'), 620117248.3000001] 
[('A', 'E', 'S', 'T', 'U', 'F', 'G', 'C', 'B', 'D'), 620053673.1000001] 
[('A', 'T', 'E', 'S', 'B', 'U', 'C', 'F', 'D', 'G'), 619953619.25] 
[('E', 'S', 'A', 'T', 'B', 'U', 'F', 'D', 'C', 'G'), 619936620.0000004] 
[('A', 'T', 'E', 'S', 'C', 'G', 'U', 'D', 'B', 'F'), 619796170.05] 
[('E', 'S', 'A', 'T', 'C', 'F', 'U', 'B', 'D', 'G'), 619696937.3999996] 
[('A', 'E', 'S', 'T', 'F', 'D', 'G', 'U', 'B', 'C'), 619675545.0500001] 
[('A', 'S', 'T', 'E', 'D', 'B', 'C', 'U', 'G', 'F'), 619605081.4500003] 
[('T', 'A', 'E', 'S', 'F', 'U', 'G', 'D', 'C', 'B'), 619587249.55] 
[('E', 'S', 'A', 'T', 'G', 'U', 'F', 'C', 'D', 'B'), 619569157.2000004] 
[('E', 'A', 'S', 'T', 'U', 'F', 'C', 'B', 'D', 'G'), 619505381.0999998] 
[('E', 'T', 'A', 'S', 'D', 'U', 'G', 'C', 'F', 'B'), 619463424.5500001] 
[('T', 'A', 'E', 'S', 'D', 'U', 'F', 'B', 'G', 'C'), 619366428.55] 
[('E', 'S', 'A', 'T', 'F', 'D', 'U', 'G', 'C', 'B'), 619336025.1499999] 
[('A', 'T', 'E', 'S', 'C', 'U', 'B', 'F', 'G', 'D'), 619328695.6999995] 
[('A', 'T', 'E', 'S', 'C', 'B', 'U', 'D', 'G', 'F'), 619322657.3000001] 
[('A', 'T', 'E', 'S', 'B', 'C', 'U', 'D', 'F', 'G'), 619312365.2999998] 
[('E', 'A', 'S', 'T', 'D', 'F', 'U', 'C', 'G', 'B'), 619181481.7500004] 
[('E', 'S', 'A', 'T', 'D', 'C', 'U', 'F', 'B', 'G'), 619144029.5499997] 
[('S', 'E', 'A', 'T', 'U', 'D', 'G', 'B', 'C', 'F'), 619115355.4999999] 
[('E', 'A', 'S', 'T', 'D', 'C', 'U', 'B', 'G', 'F'), 618970984.7500001] 
[('A', 'T', 'E', 'S', 'C', 'U', 'B', 'G', 'F', 'D'), 618968283.8999996] 
[('E', 'T', 'A', 'S', 'D', 'U', 'F', 'G', 'B', 'C'), 618961337.5499998] 
[('A', 'E', 'S', 'T', 'U', 'G', 'F', 'C', 'B', 'D'), 618947060.6500001] 
[('S', 'E', 'A', 'T', 'U', 'C', 'F', 'D', 'G', 'B'), 618946039.9500002] 
[('E', 'A', 'S', 'T', 'F', 'D', 'C', 'B', 'U', 'G'), 618758625.55] 
[('T', 'E', 'A', 'S', 'U', 'D', 'G', 'F', 'C', 'B'), 618691748.7000003] 
[('A', 'S', 'T', 'E', 'D', 'B', 'C', 'U', 'F', 'G'), 618639287.7500004] 
[('A', 'E', 'S', 'T', 'F', 'D', 'C', 'G', 'B', 'U'), 618624417.4500002] 
[('E', 'A', 'S', 'T', 'D', 'C', 'U', 'F', 'G', 'B'), 618622256.3499999] 
[('E', 'A', 'S', 'T', 'U', 'G', 'D', 'B', 'C', 'F'), 618593275.3999997] 
[('A', 'S', 'T', 'E', 'B', 'D', 'C', 'U', 'G', 'F'), 618561369.45] 
[('A', 'E', 'S', 'T', 'F', 'D', 'C', 'B', 'U', 'G'), 618371319.45] 
[('A', 'S', 'T', 'E', 'D', 'C', 'G', 'B', 'F', 'U'), 618315039.6] 
[('T', 'E', 'A', 'S', 'U', 'D', 'B', 'C', 'F', 'G'), 618210698.2000002] 
[('E', 'A', 'S', 'T', 'U', 'B', 'C', 'D', 'G', 'F'), 618186243.5000001] 
[('A', 'T', 'E', 'S', 'G', 'U', 'F', 'B', 'C', 'D'), 618182784.6999999] 
[('E', 'S', 'T', 'A', 'D', 'C', 'B', 'U', 'G', 'F'), 618169458.2500001] 
[('A', 'E', 'S', 'T', 'U', 'G', 'C', 'F', 'D', 'B'), 618148433.2499996] 
[('E', 'S', 'A', 'T', 'C', 'U', 'G', 'F', 'D', 'B'), 618089809.5999999] 
[('E', 'A', 'S', 'T', 'F', 'D', 'C', 'G', 'B', 'U'), 617996559.6499997] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'G', 'F', 'B'), 617973203.5] 
[('E', 'A', 'S', 'T', 'D', 'U', 'F', 'G', 'C', 'B'), 617931152.1500002] 
[('E', 'S', 'A', 'T', 'D', 'B', 'U', 'C', 'F', 'G'), 617807936.4499999] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'B', 'F', 'G'), 617807693.0] 
[('T', 'E', 'A', 'S', 'U', 'D', 'F', 'G', 'B', 'C'), 617734822.1000004] 
[('E', 'A', 'S', 'T', 'F', 'C', 'U', 'D', 'B', 'G'), 617665615.0499998] 
[('A', 'S', 'T', 'E', 'B', 'D', 'C', 'U', 'F', 'G'), 617644912.8500001] 
[('E', 'A', 'S', 'T', 'U', 'F', 'G', 'C', 'B', 'D'), 617639190.3] 
[('E', 'A', 'S', 'T', 'G', 'D', 'U', 'C', 'F', 'B'), 617624132.9000003] 
[('T', 'A', 'E', 'S', 'D', 'U', 'B', 'C', 'G', 'F'), 617614692.45] 
[('E', 'S', 'T', 'A', 'D', 'C', 'B', 'U', 'F', 'G'), 617612748.8500003] 
[('A', 'E', 'S', 'T', 'G', 'D', 'F', 'C', 'B', 'U'), 617573668.4500004] 
[('E', 'A', 'S', 'T', 'F', 'D', 'B', 'U', 'G', 'C'), 617537193.0499998] 
[('E', 'A', 'S', 'T', 'D', 'C', 'F', 'G', 'B', 'U'), 617481009.0499998] 
[('E', 'S', 'A', 'T', 'F', 'D', 'U', 'B', 'C', 'G'), 617475150.0499997] 
[('E', 'A', 'S', 'T', 'D', 'C', 'U', 'G', 'B', 'F'), 617424113.1499999] 
[('E', 'A', 'S', 'T', 'B', 'D', 'C', 'U', 'G', 'F'), 617363967.8000001] 
[('E', 'A', 'S', 'T', 'U', 'F', 'B', 'C', 'D', 'G'), 617329838.6999997] 
[('T', 'E', 'A', 'S', 'U', 'D', 'G', 'B', 'C', 'F'), 617298450.2000003] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'F', 'B', 'G'), 617271649.4999999] 
[('E', 'A', 'S', 'T', 'C', 'D', 'G', 'U', 'F', 'B'), 617139036.5000004] 
[('E', 'S', 'A', 'T', 'D', 'G', 'U', 'C', 'B', 'F'), 617114103.1499997] 
[('E', 'S', 'A', 'T', 'D', 'U', 'B', 'F', 'G', 'C'), 617077969.8499995] 
[('E', 'S', 'A', 'T', 'C', 'U', 'D', 'G', 'B', 'F'), 617074568.5] 
[('E', 'A', 'S', 'T', 'D', 'C', 'G', 'F', 'B', 'U'), 617056640.9499996] 
[('S', 'E', 'A', 'T', 'U', 'D', 'B', 'C', 'G', 'F'), 617021151.1000003] 
[('A', 'E', 'S', 'T', 'U', 'G', 'F', 'B', 'D', 'C'), 617011744.75] 
[('A', 'T', 'E', 'S', 'G', 'F', 'U', 'D', 'C', 'B'), 617004589.0] 
[('A', 'S', 'E', 'T', 'D', 'U', 'F', 'G', 'C', 'B'), 616966003.9499999] 
[('E', 'T', 'A', 'S', 'D', 'U', 'F', 'B', 'G', 'C'), 616956594.8499999] 
[('T', 'A', 'E', 'S', 'B', 'U', 'G', 'D', 'C', 'F'), 616948722.6000003] 
[('A', 'E', 'S', 'T', 'F', 'D', 'C', 'B', 'G', 'U'), 616935410.7500005] 
[('A', 'T', 'E', 'S', 'D', 'B', 'U', 'F', 'G', 'C'), 616901619.9499998] 
[('E', 'A', 'S', 'T', 'F', 'D', 'C', 'B', 'G', 'U'), 616900530.3500001] 
[('A', 'E', 'S', 'T', 'F', 'C', 'U', 'D', 'G', 'B'), 616847160.4999999] 
[('S', 'E', 'A', 'T', 'U', 'C', 'F', 'D', 'B', 'G'), 616843673.25] 
[('A', 'E', 'S', 'T', 'F', 'D', 'B', 'C', 'U', 'G'), 616835009.75] 
[('E', 'S', 'A', 'T', 'C', 'D', 'F', 'G', 'U', 'B'), 616765964.5000001] 
[('E', 'S', 'A', 'T', 'G', 'U', 'F', 'D', 'B', 'C'), 616724133.1] 
[('A', 'S', 'E', 'T', 'C', 'U', 'F', 'D', 'B', 'G'), 616708337.0499997] 
[('E', 'S', 'A', 'T', 'B', 'U', 'F', 'C', 'D', 'G'), 616700052.6000001] 
[('E', 'A', 'S', 'T', 'B', 'D', 'C', 'U', 'F', 'G'), 616671524.0000001] 
[('A', 'E', 'S', 'T', 'G', 'D', 'C', 'F', 'U', 'B'), 616616818.0499998] 
[('A', 'E', 'S', 'T', 'F', 'D', 'B', 'U', 'G', 'C'), 616611333.7500002] 
[('E', 'S', 'A', 'T', 'D', 'U', 'B', 'G', 'F', 'C'), 616593508.5499997] 
[('E', 'A', 'S', 'T', 'G', 'D', 'C', 'U', 'F', 'B'), 616584328.8000003] 
[('T', 'A', 'E', 'S', 'B', 'U', 'F', 'D', 'G', 'C'), 616546875.9] 
[('A', 'S', 'E', 'T', 'C', 'U', 'F', 'D', 'G', 'B'), 616518651.1499997] 
[('A', 'S', 'E', 'T', 'D', 'U', 'F', 'B', 'C', 'G'), 616461266.4499998] 
[('A', 'T', 'E', 'S', 'F', 'U', 'B', 'D', 'G', 'C'), 616457634.3999997] 
[('A', 'E', 'S', 'T', 'C', 'D', 'G', 'U', 'F', 'B'), 616435838.4500002] 
[('A', 'T', 'E', 'S', 'B', 'C', 'U', 'D', 'G', 'F'), 616380955.2] 
[('A', 'E', 'S', 'T', 'F', 'D', 'B', 'C', 'G', 'U'), 616372499.2500004] 
[('E', 'S', 'A', 'T', 'C', 'U', 'G', 'B', 'D', 'F'), 616367322.9999999] 
[('E', 'A', 'S', 'T', 'U', 'B', 'C', 'D', 'F', 'G'), 616250251.6999999] 
[('A', 'T', 'E', 'S', 'C', 'U', 'D', 'B', 'G', 'F'), 616145783.9] 
[('A', 'T', 'E', 'S', 'B', 'G', 'U', 'D', 'C', 'F'), 616141493.4000002] 
[('E', 'A', 'S', 'T', 'B', 'D', 'F', 'C', 'U', 'G'), 616077726.1000003] 
[('E', 'A', 'S', 'T', 'U', 'B', 'F', 'C', 'G', 'D'), 615966659.4000001] 
[('E', 'A', 'S', 'T', 'U', 'F', 'D', 'G', 'B', 'C'), 615957431.7999998] 
[('T', 'E', 'S', 'A', 'U', 'D', 'C', 'F', 'G', 'B'), 615950299.55] 
[('T', 'E', 'S', 'A', 'U', 'D', 'C', 'F', 'B', 'G'), 615873711.8499999] 
[('E', 'A', 'S', 'T', 'C', 'D', 'F', 'U', 'G', 'B'), 615825879.7000004] 
[('E', 'A', 'S', 'T', 'D', 'C', 'F', 'B', 'G', 'U'), 615803326.45] 
[('E', 'A', 'S', 'T', 'U', 'G', 'B', 'D', 'C', 'F'), 615798148.0999998] 
[('E', 'A', 'S', 'T', 'U', 'B', 'G', 'D', 'C', 'F'), 615778624.8000002] 
[('T', 'A', 'E', 'S', 'B', 'U', 'F', 'C', 'D', 'G'), 615731057.7999998] 
[('E', 'A', 'S', 'T', 'F', 'C', 'G', 'D', 'U', 'B'), 615690289.6500002] 
[('E', 'S', 'A', 'T', 'C', 'D', 'F', 'U', 'G', 'B'), 615676702.7000005] 
[('S', 'E', 'A', 'T', 'U', 'D', 'B', 'C', 'F', 'G'), 615623509.0] 
[('E', 'A', 'S', 'T', 'C', 'D', 'G', 'U', 'B', 'F'), 615607124.0999998] 
[('E', 'A', 'S', 'T', 'D', 'C', 'G', 'B', 'F', 'U'), 615567285.4499999] 
[('T', 'E', 'A', 'S', 'U', 'D', 'F', 'B', 'G', 'C'), 615509345.3000004] 
[('A', 'E', 'S', 'T', 'G', 'D', 'B', 'U', 'C', 'F'), 615502589.5500002] 
[('E', 'A', 'S', 'T', 'D', 'U', 'F', 'B', 'C', 'G'), 615469715.1499999] 
[('T', 'E', 'S', 'A', 'U', 'D', 'C', 'G', 'B', 'F'), 615464115.1500001] 
[('E', 'A', 'S', 'T', 'F', 'D', 'B', 'C', 'U', 'G'), 615458709.6499999] 
[('E', 'A', 'S', 'T', 'G', 'D', 'C', 'U', 'B', 'F'), 615229432.2999997] 
[('E', 'A', 'S', 'T', 'D', 'F', 'U', 'C', 'B', 'G'), 615214009.6499997] 
[('A', 'T', 'E', 'S', 'B', 'G', 'U', 'D', 'F', 'C'), 615184384.6000001] 
[('A', 'E', 'S', 'T', 'U', 'F', 'B', 'C', 'G', 'D'), 615178642.4000001] 
[('A', 'E', 'S', 'T', 'C', 'D', 'F', 'U', 'G', 'B'), 615122681.6500002] 
